X,Seq,Dur,Mean,sTtl,dTtl,sHops,dHops,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Rate,SrcRate,DstRate,SrcWin,DstWin,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,UniqueID
1.0700218211691683,-0.4532649583750064,1.108901030113877,1.1032607509220869,-0.11783172030508213,0.269021197092681,-0.5153581744491563,-0.700705236368551,0.14830325820628298,0.6305874090901795,-0.24669205830704896,-0.3479009424785097,-0.3763713907413071,-0.3079754774973263,-0.6152069857459774,-0.3784190285164954,-0.2223393783983588,-0.3512380193793071,-0.19210569431957972,1.41506117759652,1.387067603613215,1.4615424164842414,0.35188900734531015,-0.25562923546874444,-0.24114520530526262,-0.2526196444800509,-0.6737195608463877,0.2159447352085088,-0.19890193518285693,0.3875041333795406,1.1499600365495757,1.0150251990584453,1.2676521889711994,-1.4731092782264696
0.030472736895320596,1.8014461221679827,-1.484223809213684,-1.4829167173456408,-1.0232206265972426,-1.2724017841254853,2.1102224266761884,-0.700705236368551,-1.1027901344675184,-1.0984565676450473,-0.9410415210784364,-0.5019881219156468,-0.8680267778470445,-0.38168661784078345,-0.7485972965232213,-0.8709807561614161,-0.22957494590965272,-0.33821919489765206,-0.20196899028001963,-0.46851930566824973,-0.19463884689345978,-0.684507924362867,1.9220466978590294,-0.25912528024630055,-0.14329167177612692,-0.3402588209715487,1.467008377139099,-0.18771364689208336,1.4088062072508793,-1.278484598611337,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.4696199121426023
1.0726550844403206,-0.4315997682664057,1.2521219203563876,1.2460979308807947,-0.11783172030508213,0.269021197092681,-0.5153581744491563,-0.700705236368551,0.4426781741295303,1.102144857290696,-0.13096714784515107,-0.3030873897654962,-0.23092705662472782,-0.2870474401636312,-0.6033500822009471,-0.32891535908747416,-0.21718158862528875,-0.3275919111517604,-0.18979919878794035,1.9801353225759508,2.1779208288665526,1.819217473292093,0.37850186126705776,-0.23035562234640372,-0.20160316972968673,-0.24195585725516636,-0.6826182641754354,-0.18692525161454315,0.33826036876419635,-0.25060781381305475,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.469401984224729
-0.278695825304751,0.23934054321198853,-0.9072606547771379,-0.9074993338881587,-0.1932807958294288,-0.1404192822933944,-0.2965597910220443,2.582693438392906,-0.7348214895634592,-0.7054920274779503,-0.6517292449236917,-0.4616396876794734,-0.7547051187500777,-0.35918434761030593,-0.6390266769531472,-0.5100988728094232,-0.2213122168068065,-0.3492714763669389,-0.19125285003120399,-0.6568773539947267,-0.5900654595201285,-0.684507924362867,-0.7351432206084008,-0.2127727287935639,-0.22832850618648853,-0.2103061712760722,-0.674424794296684,0.1903395393289936,1.8736171842793836,-0.9420109918679788,2.5921416912816695,2.304805642569827,2.7989598450831807,-1.4670249323112787
-1.389463842395284,-0.4229790643488473,-1.464581783194782,-1.4633273152656447,-0.11783172030508213,0.0040891221958087,-0.5153581744491563,1.423846847300627,-0.5140403026210236,-0.46971330337769207,-0.4781418792308448,-0.14684883506224522,-0.6094838587655791,-0.030262274117894145,-0.4334627039857716,2.6515161306461352,1.0611902330604783,1.056905343219156,1.0241457833087189,-0.6568773539947267,-0.9854920721467972,-0.32683286755501556,-0.8877091627648568,1.6122356902153883,1.7072326236754283,1.1836770682065545,-0.6726043079482447,0.2054014192581202,1.1381677888377146,0.8006687895953156,-0.08350369280670689,-0.18449515220290483,0.19696416119360027,-1.4638593088568532
-1.3777012223851435,-0.4802613732747288,0.8856833293459766,0.8806410839128541,-0.11783172030508213,0.0040891221958087,-0.5153581744491563,1.423846847300627,0.6266624965815599,0.39480868498992133,0.6791072253881343,0.23349807519222646,1.6011807901535937,-0.055264796596202474,1.8088444603645686,0.06384340021813026,-0.12841964126869426,0.09148766032929477,-0.15184890296491488,-0.6568773539947267,-0.5900654595201285,-0.684507924362867,-1.0926560679273114,-0.1800637871501794,-0.2514264407135273,-0.10552972444527424,-0.6821170154004428,-0.15506584543633206,-0.47434257364386284,0.9077784425572916,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.4551585682282353
1.0720367473159205,-0.4382921568339839,-0.7770129849229838,-0.7776006171111693,-0.11783172030508213,0.2449364630111472,-0.5153581744491563,-0.5075641378531711,-0.330055980168994,-0.3125274873108532,-0.30455451353799795,-0.12663402595800544,-0.5590691049153538,-0.017668410943635134,-0.44985857967835224,1.7826420860561147,-0.06716076554288487,-0.23219240341324343,-0.037714741764353424,-0.46851930566824973,-0.9854920721467972,0.030842189252835855,-0.7158182222040189,-0.08241538930951484,-0.11515078496836016,-0.06925936741288952,-0.6722106892783118,0.0020660402149114544,1.1184137646835617,-0.5291573559350391,-0.5041662255615099,-0.6075226531146947,-0.13362181072112964,-1.454404008558836
0.8868518858813466,0.14309492118503714,-1.4876464806254586,-1.4863302189064491,-0.9477715510728958,-1.2724017841254853,1.8914240432490763,-0.700705236368551,-1.1027901344675184,-1.0984565676450473,-0.9410415210784364,-0.5019881219156468,-0.8680267778470445,-0.38168661784078345,-0.7485972965232213,-0.8709807561614161,-0.2288660205123501,-0.3327596497516755,-0.20196899028001963,-0.46851930566824973,-0.19463884689345978,-0.684507924362867,1.9220466978590294,-0.25231106111271817,-0.12959631393686438,-0.3402588209715487,1.467008377139099,-0.18771364689208336,1.9873241250773055,-1.278484598611337,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.4533294853568361
1.0700147138458993,-0.4532649583750064,1.1507799525590872,1.1450274734417862,-0.11783172030508213,0.269021197092681,-0.5153581744491563,-0.700705236368551,1.62017783782252,2.202445569758568,0.9105570463119301,-0.1783888083031977,0.12509925817597853,-0.21870721205625507,-0.5788278019951951,-0.462575320009816,-0.19745664176329444,-0.24894561582509794,-0.17928770157381774,3.2986416608612896,3.7596272793732273,2.892242643715647,0.19166886047913778,-0.08671776357414486,-0.07214631001594507,-0.09708803285472074,-0.6737195608463877,0.2159447352085088,-0.1989026616005978,0.38750368624667986,1.1499600365495757,1.0150251990584453,1.2676521889711994,-1.4503729719276535
1.0727972309057,-0.4308057560634727,0.9238832619549567,0.9187386731628604,-0.11783172030508213,0.269021197092681,-0.5153581744491563,-0.700705236368551,1.3258029218992726,1.5737023054912125,0.9105570463119301,-0.025113468589122438,0.4998638000714589,-0.12166038406637682,-0.19033415203917312,-0.21938844666499954,-0.16919688650245732,-0.14848055390037365,-0.1624759163571719,1.791777274249474,1.7824942162398836,1.819217473292093,-0.1459658532841769,-0.09479044057584375,-0.1135010356553153,-0.07489588800225126,-0.6826231331563786,-0.18688995033345926,-0.11755537823568489,0.40261145389981257,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.4379069911457216
-1.3812086864183788,-0.4802613732747288,0.9250714930617058,0.9199237208199436,-0.11783172030508213,0.0040891221958087,-0.5153581744491563,1.423846847300627,0.8106468190335895,0.709180317123599,0.7369696806190833,0.24823296616579885,1.6582877679662384,-0.05031059306809323,1.3907610434122262,0.04530693561256643,-0.1273513012040057,0.09958335419175456,-0.1518299974054281,-0.46851930566824973,-0.5900654595201285,-0.32683286755501556,-0.9939604147494602,-0.1603203551288049,-0.21690309579258657,-0.10069063521011293,-0.6821170154004428,-0.15506584543633206,-0.47464047002109816,0.9076339913325948,-0.7608003786845694,-0.6350914567050117,-0.906787753997458,-1.4361547499101044
