X,Seq,Dur,sTos,dTos,sTtl,dTtl,sHops,dHops,TotPkts,DstPkts,Offset,sMeanPktSz,dMeanPktSz,Load,Loss,Rate,SrcRate,SrcWin,DstWin,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,UniqueID
-2.189839944271073,-1.4099367366213118,-0.6749294264613626,11.263386804778696,10.407241650701685,1.7372800966572377,7.290066645707894,0.9780101449093198,0.23153125241015113,-0.16149514481126695,-0.03977581948160425,-1.4083120862295935,-0.17913883980785064,0.2508999131072065,-0.1267370886936954,-0.11224218121055539,3.66950467557328,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-0.45376510225596933
0.84270261362743,-1.1827610405981632,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,1.7248210217024245,-0.27915836594386984,1.3024997919750543,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,-1.2907597796824248,-0.13278305830075518,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-0.13169756912227285
-0.20169114889574105,0.1188375137263748,1.133076084308385,-0.10714118694491476,-0.09894223959078959,-0.5925669198928596,-0.27915836594386984,-0.6444380904193534,-0.22116418140671149,-0.16149514481126695,-0.12722699182437613,0.5740050881766938,-0.28112155912346065,-0.21756663930826303,-0.12593035194895313,-0.11224218121055539,-0.07371130827014767,-0.19955626975896948,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-0.184446140492878
-2.213349161284678,-1.4217988972421738,-0.6426355674197257,-0.10714118694491476,-0.09894223959078959,-0.5801078449380462,3.193780168813998,-0.968927737485088,4.758485590578776,-0.0328717793175055,0.13512652520393947,-1.3706528331455161,0.34313632322850823,0.30295173144374515,0.39481165848838035,-0.11224218121055539,0.04342940800262308,3.63876483527253,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-0.6621353383689473
-0.49244152759605564,1.3786558750154416,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,-0.5925669198928596,-0.27915836594386984,-0.6444380904193534,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,0.2692503307801579,-0.28112155912346065,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,1.309121328235407
0.34086350619555994,0.965471870658888,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,-0.5925669198928596,-0.27915836594386984,-0.6444380904193534,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,1.1421428716453377,-0.28112155912346065,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-1.2129612806768832
2.019334959160169,-1.1650115714772793,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,-0.6548622946669264,-0.27915836594386984,0.9780101449093198,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,-0.8940809185370693,-0.02152918268372611,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,1.3344468573470671
-0.6332588697857762,0.14208034505359868,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,-0.5925669198928596,-0.27915836594386984,-0.6444380904193534,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,0.1215504805323621,-0.28112155912346065,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,0.6232604242973373
0.5091865712758415,0.2904011246247817,1.1463467592431549,-0.10714118694491476,-0.09894223959078959,-0.5925669198928596,-0.27915836594386984,-0.6444380904193534,-0.22116418140671149,-0.16149514481126695,-0.12722699182437613,1.318664705506308,-0.28112155912346065,-0.21756663930826303,-0.12593622953916253,-0.11224218121055539,-0.0737143873902702,-0.1998098739866667,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,1.267300541409915
1.722434232484325,-1.1818199466743677,-0.6751335363632331,-0.10714118694491476,-0.09894223959078959,1.7248210217024245,-0.27915836594386984,1.3024997919750543,-0.22116418140671149,-0.1936509861847073,-0.12722699182437613,-1.2021571594479314,-0.13278305830075518,-0.21756663930826303,-0.1267370886936954,-0.11224218121055539,-0.07413388883631192,-0.23436108862178479,-0.12151729785874998,-0.05392229251202587,-0.05050762722761054,-0.15210201751749167,-0.12042697389186398,-0.07389149478709821,-0.05240859802814887,-1.553518003775534
